Stock Name,Field,EPS_2009,EPS_2010,EPS_2011,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,EPS_2018,EPS_2019,EPS_2020,BV_2009,BV_2010,BV_2011,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,BV_2018,BV_2019,BV_2020,PE_2009,PE_2010,PE_2011,PE_2012,PE_2013,PE_2014,PE_2015,PE_2016,PE_2017,PE_2018,PE_2019,PE_2020,ROA_2009,ROA_2010,ROA_2011,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,ROA_2018,ROA_2019,ROA_2020,ROE_2009,ROE_2010,ROE_2011,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROS_2009,ROS_2010,ROS_2011,ROS_2012,ROS_2013,ROS_2014,ROS_2015,ROS_2016,ROS_2017,ROS_2018,ROS_2019,ROS_2020,GOS_2009,GOS_2010,GOS_2011,GOS_2012,GOS_2013,GOS_2014,GOS_2015,GOS_2016,GOS_2017,GOS_2018,GOS_2019,GOS_2020,DAR_2009,DAR_2010,DAR_2011,DAR_2012,DAR_2013,DAR_2014,DAR_2015,DAR_2016,DAR_2017,DAR_2018,DAR_2019,DAR_2020,EPS_,BV_,PE_,ROA_,ROE_,ROS_,GOS_,DAR_,EPS_2008,BV_2008,PE_2008,ROA_2008,ROE_2008,ROS_2008,GOS_2008,DAR_2008,EPS_2007,BV_2007,PE_2007,ROA_2007,ROE_2007,ROS_2007,GOS_2007,DAR_2007,EPS_2006,BV_2006,PE_2006,ROA_2006,ROE_2006,ROS_2006,GOS_2006,DAR_2006
BWE,Energy,,,,,,,,,1.1,1.73,2.54,2.75,,,,,,,25.68,,22.34,27.51,14.67,18.18,,,,,,,,,20.64,14.22,9.06,12.29,,,,,,,2.39,,1.87,2.36,7.67,6.49,,,,,,,6.42,,6.16,7.87,21.65,15.7,,,,,,,14.06,,11.5,14.79,18.71,17.7,,,,,,,33.97,,36.19,39.65,40.66,40.86,,,,,,,62.8,,69.7,70.05,64.56,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHP,Energy,,,,-0.06,1.05,1.78,2.48,1.95,3.26,0.69,1.56,1.9,10.02,9.95,,9.94,10.45,11.84,12.91,13.26,14.91,12.7,12.73,12.89,,,,-106.67,8.95,8.54,8.35,10.62,8.11,30.58,12.88,10.42,,,,-0.21,3.7,6.41,10.09,8.36,13.21,3.37,5.98,7.88,,,,-0.58,10.04,14.99,20.19,15.43,21.84,5.45,12.25,14.7,,,,-2.98,23.84,34.01,45.02,39.68,47.68,20.4,30.28,33.52,,,,43.42,62.64,63.98,66.75,61.12,65.64,43.55,53.69,55.11,36.08,52.62,,64.15,63.21,57.22,50.05,45.84,39.5,38.19,51.15,46.39,,,,,,,,,,10,,,,,,6.57,,,,,,,,,,,,,,,,
CLW,Energy,1.03,1.47,2.1,2.15,2.68,2.35,1.68,0.84,0.85,0.68,1.11,1.39,11.88,12.48,13.71,14.32,15.27,15.93,16.26,16.1,16.06,16.21,16.68,17.33,,,3.86,5.12,5.34,7.02,10.06,19.29,21.35,25.51,18.96,18.45,6,7.72,9.87,8.67,10.4,8.57,6.81,3.1,2.96,3.2,5.26,5.69,8.66,11.78,15.31,15.03,17.57,14.77,13.06,6.77,6.84,6.43,10.17,12.41,4.19,4.18,4.82,4.3,4.64,3.85,3.24,1.45,1.33,1.34,2.07,2.38,8.42,7.97,9.41,8.79,8.42,7.45,4.4,6.94,5.79,7.01,8.84,8.95,30.65,34.44,35.56,42.32,40.84,41.97,47.9,54.22,56.7,50.21,48.23,54.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNG,Energy,1.82,13.74,10.02,5.34,4.74,4.17,3.99,3.9,3.59,3.65,2.62,1.56,10.9,18.65,19.09,17.84,16.43,16.01,14.77,17.21,17.8,19.9,20.11,18.86,,,2.25,4.55,6.56,7.77,7.87,10.46,8.89,7.12,9.54,12.98,7.03,29.29,28.85,18.91,19.72,17.53,18.44,18.51,14.97,13.68,10.06,4.8,16.69,45.16,52.47,30.99,27.94,26.02,29.78,25.89,22.73,21.27,15.54,10.01,16.16,36.9,27.8,14.72,13.05,10.36,12.49,13.51,8.31,6.28,3.96,2.18,33.14,46.06,37.75,23.09,21.64,21.14,24.49,26.78,18.04,13.01,8.88,6.43,57.86,35.15,45.02,38.99,29.4,32.6,38.06,28.51,34.16,35.69,35.27,52.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRL,Energy,3.29,2.14,3.23,4.06,3.4,3.58,3.43,3.4,6.27,5.13,5.53,5.86,10.63,11.64,12.7,13.62,11.66,11.52,11.45,13.66,14.82,13.45,11.47,14.32,,,,6.65,7.5,9.78,10.5,10.79,8.09,9.36,9.6,9.62,22.68,14.53,21.65,27.78,26.28,24.69,25.91,25.33,41.63,37.84,40.91,40.04,30.94,18.39,25.4,29.83,29.13,31.08,31.85,26.47,45.32,40.51,51.11,43.36,59.64,49.38,55.49,58.76,55.93,53.38,54.8,53.69,63.48,61.39,61.89,60.98,69.08,59.94,63.63,64.41,61.63,60.24,61.08,60.55,70.76,68.09,68.52,68.92,26.71,21.02,14.78,6.85,9.79,20.57,18.67,4.34,8.13,6.6,19.97,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS,Energy,,,2.28,5.17,6.48,7.14,4.4,,4.99,5.91,6.14,4.03,15.04,21.09,12.39,14.35,17.6,18.99,22.63,21.34,22.61,24.49,25.92,25.86,,,,7.47,10.26,9.87,8.23,,19.52,14.65,15.26,21.49,15.99,11.97,12.96,21.72,24.39,26.25,15.05,12.37,15.65,18.29,19.14,12.43,41.81,21.53,25.18,36.07,36.84,39.25,19.9,17.19,22.38,24.44,23.99,15.87,11.26,9.89,9.21,14.36,18.79,19.24,13.27,11.88,15.01,15.15,15.87,12.25,17.98,15.59,16.45,21.82,26.35,27.45,20.83,19.56,23.5,23.13,22.56,17.78,61.76,42.87,45.15,36.13,30.46,29.95,24.38,28.03,30.08,25.15,20.21,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEG,Energy,,,,,,,1.21,1.17,1.73,1.08,1.15,1.03,,,,,,,15.6,15.45,13.58,12.4,12.65,12.79,,,,,,,,,8.67,14.17,23.48,19.22,,,,,,,4.92,6.13,9.27,3.32,3.71,3.31,,,,,,,7.98,8.26,11.67,6.01,9.73,7.42,,,,,,,26.15,22.04,28.52,25.86,21.65,17.23,,,,,,,55.6,50.73,57.84,54.69,56.04,50.94,,,,,,,38.36,25.84,20.53,44.78,61.86,55.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HID,Energy,,,,,,2.48,0.74,1.01,0.18,0.02,-0.35,,,,,,,17.63,11.03,11.43,11.22,10.69,12.66,,,,,,,,,30.89,23.06,122.5,-6.91,,,,,,,7.22,4.11,6.74,1.41,0.1,-1.27,,,,,,,10.24,5.37,8.59,1.57,0.12,-2.75,,,,,,,21.55,10.76,11.03,1.41,0.25,-6.07,,,,,,,42.19,13.41,11.59,5.79,4.68,4.46,,,,,,,26.56,23.45,21.55,10.11,20.66,53.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHP,Energy,2.41,2.35,1.77,2.41,1.77,1.69,1.79,,0.7,1.25,0.81,0.73,12.43,11.9,11.99,13.11,13.17,13.29,14.2,14.34,14.46,15.16,15.47,11.51,6.22,4.34,3.84,3.4,6.89,8.11,6.42,,14,8.16,12.25,9.48,5.93,8.37,7.34,10.24,6.17,5.43,6.35,3.79,2.52,2.83,2.57,2.23,19.38,18.02,14.66,20.3,13.14,12.87,15.27,10.97,7.38,8.55,7.95,6.81,4.91,7.38,4.71,5.82,3.21,2.65,2.89,1.89,1.18,1.19,0.95,0.99,13.87,13.55,9.31,9.82,7.93,7.45,5.81,5.5,5.12,5.62,4.45,6.8,69.4,53.16,49.55,49.21,52.69,57.56,58.41,65.46,65.86,66.92,67.68,67.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT2,Energy,,0.12,0.06,0.03,0.03,4.64,4.1,3.74,2.77,2.62,2.54,2.1,11.21,10.84,10.85,10.87,10.89,16.59,17.41,17.23,17.32,12.8,14.34,14.93,,91.67,55,160,206.67,4.5,6.49,7.3,12.09,9.39,8.52,11.71,2.6,0.28,0.11,0.06,0.07,12.74,9.8,8.36,8.13,8.84,9.97,9.8,4.73,1.14,0.56,0.28,0.29,37.46,23.94,22.12,16.26,21.23,18.27,14.55,,,1.62,0.14,0.14,22.52,16.96,13.6,11.99,10.2,9.85,10.28,,,10.38,11.57,13.72,23.38,24.4,16.93,20.6,13.24,12.73,14.71,45.14,75.87,80.81,79.37,77.12,65.98,59.05,62.18,49.97,58.39,45.44,32.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC,Energy,2.53,1.81,0.98,2.21,1.55,1.66,1.76,1.71,2.36,2.45,2.22,1.72,20.57,20.89,16.56,17.62,13.21,12.26,10.75,12.14,13.11,14.13,14.33,12.95,8.34,8.29,5,4.84,8.13,8.19,6.31,7.54,6.65,5.92,6.71,11.63,6.35,3.94,2.74,5.04,3.82,4.09,4.35,5.21,6.16,7.39,7.43,6.16,11.71,8.69,5.48,12.53,11.71,13.55,13.65,14.07,17.97,17.32,17.08,15.03,3.85,1.99,1.11,2.33,2.49,2.77,3.45,4.33,4.8,4.53,4.66,4.16,19.02,14.12,15.86,14.92,13.83,14.58,20.12,25.07,21.36,19.34,21.15,22.42,44.21,53.68,48.88,58.95,66.8,69.19,68.1,62.97,65.72,57.34,56.52,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGD,Energy,5.99,6.24,7.08,5.32,4.87,3.11,1.53,2.31,2.2,2.57,2.47,2.14,15.56,16.75,20.47,23.21,23.87,19.37,14.11,15.39,15.73,15.25,15.16,14.76,9.1,5.77,4.24,5.38,7.52,9.87,23.66,16.97,17.05,14.67,21.34,13.22,25.86,22.19,17.58,11.13,8.21,4.78,8.75,7.76,7.05,9.19,7.89,6.2,38.52,30.22,34.59,22.9,20.42,14.24,18.76,15.84,14.75,17.72,17.13,15.27,16.05,10.22,9.09,4.16,3.26,2.38,4.83,4.66,3.08,2.99,2.93,2.7,29.01,19.6,15.82,8.66,8.08,7.01,14.84,17.45,10.78,10.1,9.41,9.17,32.86,26.55,49.19,51.41,59.8,66.4,53.36,51,52.17,48.1,53.91,59.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW,Energy,,,,,,,,,,0.18,1.03,1,,,,,,,,12.31,12.73,11.45,12.6,13.35,,,,,,,,,,88.89,11.12,13.6,,,,,,,,1.54,3.69,0.74,4.51,4.38,,,,,,,,4.01,8.06,1.61,8.5,7.56,,,,,,,,3.81,7.52,2.91,7.09,7.95,,,,,,,,13.41,16.57,11.86,14.52,15.4,,,,,,,,61.57,54.24,53.86,47.02,42.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPC,Energy,2.74,0.01,,1.59,5.12,3.28,1.78,1.72,2.68,3.5,3.93,3.15,13.24,11.43,9.03,12.74,16.54,17.39,17.59,15.92,16.79,17.32,18.28,19.88,6.9,1170,,7.48,4.9,8.05,10.28,9.71,8.49,5.17,6.84,7.76,7.6,0.04,,4.18,13.7,9.23,5.06,5.18,11.31,16.09,17.38,13.98,20.65,0.11,,12.15,30.19,18.41,9.77,10.56,15.59,19.87,21.14,15.59,20.18,0.1,,12.22,24.73,13.96,7.31,9.18,13.69,15.77,15.41,12.75,28.98,17.07,12.37,11.24,15.64,6.65,12.57,8.43,12.68,16.12,15.62,12.73,63.22,67.7,74.84,65.28,54.31,49.52,48.15,50.94,27.44,19,17.79,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4A,Energy,,,,,,2.15,0.54,1.65,3.18,3.11,2.69,2.04,,,,,,10.11,10.82,10.95,12.51,11.37,12.42,12.46,,,,,,,,9.7,7.23,8.84,10.59,13.48,,,,,,6.88,1.76,5.43,10.86,11.69,10.45,8.44,,,,,,21.26,4.97,15.03,25.42,27.37,21.66,16.34,,,,,,32.45,9.93,30.84,46.93,42.7,44.08,36.84,,,,,,69.23,61.42,62.04,66.8,65.3,57.23,57.17,,,,,,67.64,64.51,63.87,57.29,57.28,51.76,48.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBA,Energy,0.1,0.72,0.65,0.38,1.25,1.08,0.86,1.06,2.25,1.6,1.62,1.69,10.13,10.63,10.9,10.74,11.29,11.34,11.16,11.38,11.8,12.58,12.9,13.3,,11.11,5.85,12.37,6.16,10.19,11.28,10.71,7.27,8.87,9.26,9.14,0.3,2.21,2.13,1.27,4.38,4.52,3.55,4.58,9.81,7.3,7.73,7.73,0.86,6.39,5.94,3.48,9.75,9.53,7.67,9.32,19.04,12.66,12.56,12.67,14.49,23.99,15.99,11.07,29.96,30.94,26.56,30.3,40.81,37.93,38.66,34.16,50.31,60.97,62.7,59.03,66.18,64.38,65.53,67.96,66.44,67.67,65.94,55.15,65.42,65.4,64.1,63.52,55.1,52.64,53.67,50.92,48.48,42.37,38.44,38.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP,Energy,,,0.74,1.03,1.11,2.35,1.69,1,1.88,1.88,2.22,0.65,10.34,10.32,10.74,11.16,11.53,13.04,13.2,12.56,12.99,13.17,13.37,11.96,,,5.14,5.83,9.01,8.72,11.24,19.9,11.97,11.76,9.68,35.38,0.92,1.7,3.24,3.61,3.56,6.87,5.65,3.71,7.49,8.11,10.38,3.47,1.53,3.07,6.89,8.73,9.64,18.02,13.3,8.33,15.22,15.19,17.27,5.66,,36.97,40.59,51.54,53.69,36.9,27.67,19.12,30.03,30.28,33.66,14.77,,50.64,57.96,62.55,63.02,62.92,56.7,46.53,51.03,50.06,50.49,32.96,39.9,44.66,52.91,58.7,63.07,61.89,57.54,55.5,50.79,46.62,39.89,38.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SII,Energy,0.37,0.7,0.26,2.64,0.02,0.23,1.94,0.55,0.6,0.63,0.76,-1.62,10.98,10.7,10.27,12.91,13,13.23,21.76,21.9,23.48,23.97,24.43,22.59,,,,5.15,850,105.65,13.87,63.09,36.67,27.22,22.04,-11.42,1.5,3.62,1.25,12.18,0.08,1.31,4.12,0.97,1.19,1.39,1.81,-4.26,3.35,6.56,2.54,20.44,0.09,1.75,9.37,2.62,2.56,2.77,3.27,-7.18,2.53,1427.15,39.85,207.32,1.88,15.64,20.11,13.03,13.86,17.57,28.48,-53.02,34.73,29.68,15.81,33.83,22.21,25.91,30.47,18.93,-3.18,-7.04,-19.05,-9.51,55.12,44.92,50.87,40.29,14.89,21.83,56.03,62.81,53.35,49.71,44.68,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJD,Energy,3.73,2.43,2.51,4.32,4.12,4.42,3.9,3.16,3.31,2.77,2.23,1.46,15.28,14.52,15.4,18.31,19.81,21.64,23.08,23.38,16,14.11,13.62,12.84,5.23,5.35,3.86,3.24,4.93,7.13,6.64,8.07,7.11,7.73,7.83,11.88,10.48,6.84,8.94,15.27,12.97,14.14,12.91,10.3,13.46,13.08,11.27,7.69,24.44,13.57,16.28,23.58,18.27,18.41,16.9,13.51,17.48,19.6,16.36,11.41,39.67,33.21,31.35,44.92,47.91,46.88,46.94,38.92,38.97,38.45,36.15,30.51,60.78,66.68,68.04,58.53,62.39,58.31,59.52,58.81,57.24,55.22,55.83,53.72,57.11,49.62,45.09,35.25,27.84,22.18,23.59,23.75,22.96,33.24,31.12,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBC,Energy,2.04,0.65,1.19,2.01,2.37,2.18,1.82,1.74,2.62,3.24,2,2.85,12.37,12.04,12.73,13.73,14.3,14.54,13.27,13.2,13.57,13.95,18.04,19.41,9.56,23.08,8.4,5.92,7.17,12.16,14.45,14.37,9.16,7.72,11.95,8.81,15.02,4.87,8.92,14.08,16.03,14.12,13.22,12.52,18.74,20.43,7.72,11.32,16.52,5.4,9.37,14.65,16.56,14.99,13.69,13.14,19.32,23.21,11.06,14.68,62.07,31.28,43.14,50.12,50.25,44.37,45.92,45.7,48.55,51.9,42.68,33.95,64.49,38.96,52.4,55.99,58.68,58.2,60.66,58.79,63.61,66.16,58.19,62.55,9.09,9.8,4.79,3.9,3.2,5.79,3.43,4.73,2.98,11.97,30.19,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDM,Energy,,,,,,0.9,1.16,1.58,1.58,2.37,1.97,1.6,,,,,,10.44,10.14,11.61,11.45,13.66,16.47,16.55,,,,,,,,,,8.48,13.05,17.09,,,,,,1.75,4.11,4,3.66,10.63,8.67,7.27,,,,,,4.82,11.61,14.31,10.19,17.13,12.93,10.45,,,,,,58.99,34.72,38.37,38.52,66.38,58.93,44.85,,,,,,79.46,63.27,67.02,68.36,64.49,53.02,52.93,,,,,,63.73,64.61,72.05,64.06,37.98,32.93,30.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDW,Energy,1.17,2.2,2.48,2.39,2.52,2.85,3.05,1.72,2.2,1.72,2.29,4.18,12.04,13.32,13.95,14.75,15.5,16.52,18.69,15.55,16.43,16.7,17.37,19.82,,4.05,3.06,7.2,5.79,6.28,7.57,16.28,11.27,11.98,10.57,7.27,3.79,6.27,6.33,6.28,6.44,6.6,6.72,4,5.1,4.14,5.17,7.85,9.75,16.54,17.78,16.22,16.29,17.22,16.29,11.07,13.41,10.29,13.2,21.07,5.57,6.89,6.7,5.59,5,5.2,4.89,2.4,2.72,1.92,2.3,3.52,38.19,45.54,32.79,33.13,40.64,38.68,33.94,30.62,33.19,31.36,32.49,34.04,61.13,62.12,64.43,61.31,60.44,61.71,58.74,63.91,61.95,59.8,60.79,62.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMP,Energy,2.5,0.34,1.07,2.09,2.23,3.42,2.98,1.48,4.49,7.24,5.36,2.55,12.18,11.16,11.59,12.8,13.39,14.72,15.64,13.96,15.11,19.22,21.44,22.33,7.4,30,7.38,5.5,7.53,8.39,9.8,17.57,7.46,4.48,6.66,16.51,11.72,1.79,5.64,9.99,10.74,15.02,12.7,7.98,23.32,29.9,21.11,8.81,20.51,3.03,9.2,16.34,16.69,23.22,19.09,10.61,29.7,37.7,24.99,11.42,39.56,8.86,19.93,28.35,31.49,34.82,36.99,23.1,44.87,57.21,55.74,40.28,60.16,34.38,47.79,54.42,51.94,56.36,52.23,42.86,60.03,67.51,67.33,51.72,42.86,40.85,38.72,36.5,33.21,33.09,33.49,24.76,21.5,20.67,15.5,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTA,Energy,,,,,,,,,,0.87,0.6,0.78,,,,,,,,,,12.26,11.46,12.24,,,,,,,,,,,,25.26,,,,,,,,,,3.43,1.92,2.73,,,,,,,,,,7.79,4.87,7.81,,,,,,,,,,34.13,27.99,26.04,,,,,,,,,,70.88,68.62,65.39,,,,,,,,,,55.94,60.55,65.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTE,Energy,,,,,,0.38,1.81,0.53,0.6,0.43,0.37,-1.13,,,,,,10.23,11.75,10.52,11.07,10.89,11.25,9.5,,,,,,,,,,25,36.62,-8.98,,,,,,0.27,3.85,1.03,1.58,1.22,1.17,-3.42,,,,,,2.2,14.44,3.49,5.51,4.05,3.66,-11.94,,,,,,1.91,23,15.18,14.28,8.54,6.57,-28.6,,,,,,42.2,67.48,59.23,47.88,55.76,54.9,41.15,,,,,,87.91,73.32,70.62,71.31,69.81,68,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIC,Energy,2.22,2.23,2.46,2.64,3.26,3.38,2.96,4.45,6.04,,6.33,6.22,16.28,17.79,18.92,19.43,21.5,22.72,24.24,27.45,32.13,,35.83,36.05,9.82,8.48,3.21,3.52,3.9,5.03,6.99,6.52,5.52,,5.86,7.56,3.86,3.43,3.44,4.42,6.15,6.79,7.22,10.38,13.66,,12.71,11.71,13.65,12.53,12.98,13.57,15.17,14.86,14.91,19.75,23.54,,20.76,20.7,1.98,1.87,1.6,1.4,1.64,1.59,1.49,1.94,2.64,,2.16,2.28,3.74,3.64,4.09,3.39,2.14,2.13,2.95,2.7,3.07,,3.14,3.27,71.74,72.65,73.52,67.39,59.43,54.27,51.58,47.46,41.99,,38.78,43.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPD,Energy,,,,0.38,0.61,0.79,0.46,0.55,1.58,1.59,0.91,0.76,,,,11.03,11.51,11.48,11.03,10.81,11.76,11.87,11.68,11.9,,,,,,,,20.91,9.37,9.37,17.03,19.28,,,,0.94,1.54,2.29,1.51,2.07,6.14,7.04,4.25,3.72,,,,3.06,5.06,6.85,3.93,5.05,13.46,13.78,7.78,6.34,,,,25,13.18,13.75,9.84,12.48,27.33,28.41,20,17.67,,,,57.08,51.01,53.75,47.1,45.65,55.66,52.89,47.59,45.03,,,,69.27,69.48,66.56,61.66,59.03,54.37,48.94,45.34,41.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSH,Energy,1.82,1.47,1.63,1.16,0.97,1.74,1.19,0.01,1.36,1.44,0.74,0.91,10.98,11.78,11.37,11.88,12.66,14.36,13.53,13.73,14.08,14.52,15.27,16.15,9.18,8.44,5.09,8.88,15.26,7.76,13.45,1550,12.65,11.63,29.73,20.66,14.51,9.98,9.83,6.92,5.39,9.87,4.98,4.22,4.2,3.85,1.76,1.95,16.54,12.44,14.03,9.55,7.56,12.13,9.01,9.11,9.78,10.23,5.05,5.65,72.36,71.24,71.62,70.44,69.58,64.79,53.83,57.59,53.91,54.33,39.73,55.28,64.27,56.7,59.57,53.47,53.68,71.52,64.71,59.52,59.17,61.98,49.31,40.16,12.26,19.77,29.92,27.55,28.77,18.6,44.72,53.64,56.98,62.38,65.2,65.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGG,Construction,,,,,,,,,,15.11,4.6,5.03,,,,,,,,,17.93,18.65,19.38,28.13,,,,,,,,,,,,5.71,,,,,,,,,2.39,12.77,6.05,4.25,,,,,,,,,31.03,34.87,22.46,17.87,,,,,,,,,5.92,26,84.89,23.65,,,,,,,,,22.37,35.67,73.04,15.5,,,,,,,,,92.3,63.36,73.08,76.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCE,Construction,3.45,2.15,1.93,1.72,1.57,0.71,0.75,0.43,0.81,1.03,1.03,0.92,11.26,11.42,12.54,12.46,12.4,11.7,11.75,11.87,11.88,12.2,12.23,11.92,,6,3.73,4.77,5.73,14.79,9.6,13.86,6.91,5.53,6.69,14.67,8.87,9.89,8.23,7.01,6.13,2.25,1.4,1.22,2.52,2.86,4.34,3.53,15.38,18.84,15.02,13.79,12.65,6.11,7.15,4.34,8.19,10.11,10.13,9.25,12.68,6.86,9.36,7.17,6.17,3.5,4.96,1.79,5.04,10.83,5.89,7.82,16.39,9.26,12.82,10.53,9.89,5.97,9.42,3.59,4.89,15.37,9.28,13.74,42.33,47.52,45.19,49.12,51.51,63.07,80.39,71.83,69.2,71.67,57.14,61.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCG,Construction,,,,,0.07,8.77,0.98,0.27,0.13,-0.15,1.06,1.8,,,,,1.23,10.01,12.52,12.24,12.57,13.03,15.04,21.79,,,,,,,19.8,18.78,47.46,-36.93,7.52,7.36,,,,,0.09,5.94,4.52,0.43,0.38,-0.3,1.58,0.88,,,,,5.32,87.67,7.81,1.46,1,-1.13,7.04,7.13,,,,,2.62,108.96,4.08,1.17,0.68,-1.42,7.26,11.39,,,,,67.17,95.52,10.01,12.53,11.7,20.78,17.71,22.66,,,,,98.36,93.22,42.15,70.43,61.74,73.54,77.61,87.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCM,Construction,,,,,,,,,,2.07,2.33,,,,,,,,,16.41,11.81,13.36,15.22,,,,,,,,,,,11.69,12.92,,,,,,,,,1.37,1.6,4.95,5.72,,,,,,,,,6.03,6.87,16.52,15.79,,,,,,,,,10.78,11.94,34.42,30.28,,,,,,,,,25.79,31.38,49.85,41.24,,,,,,,,,77.2,76.64,70.05,63.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C47,Construction,,,3.04,2.69,2.7,3.69,2.28,0.26,1.27,2.49,0.36,0.86,21.49,18.24,19.14,19.44,20,19.7,21.77,17.25,17.57,18.98,16.96,17.86,,,3.12,4.87,6.59,4.2,5.88,33.85,12.52,7.83,27.92,13.14,2.65,2.36,1.85,1.34,1.14,1.42,1.23,0.37,0.98,2.06,0.33,1.34,28.51,20,15.86,13.82,13.49,16.29,10.74,2.86,7.22,13.81,2.22,7.15,3.01,1.85,1.87,2.16,1.51,3.05,1.84,0.56,2.04,5,0.72,1.76,9.52,8.87,15.2,17.76,11.48,17.33,11.93,10.45,14.02,16.71,9.01,11.56,90.5,88.02,88.2,90.16,90.48,89.71,88.57,87,86.48,85.07,84.96,81.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,Construction,0.3,1.66,0.33,0.33,0.08,0.09,0.08,0.13,0.26,0.64,0.81,1.33,10.35,11.35,10.64,10.94,11.02,11.1,10.64,10.59,10.85,11.29,11.4,11.93,,,31.21,11.82,53.75,58.89,37.5,21.62,15.42,4.67,10,7.29,1.61,8.12,1.47,1.58,0.4,0.4,0.37,0.83,1.84,4.01,4.48,6.17,2.93,12.71,3.07,3.04,0.77,0.79,0.74,1.21,2.71,5.99,7.74,12.3,12.9,22.21,10.31,14.14,4.74,5.94,4.8,6.45,10.56,9.74,7.93,7.91,18.99,31.44,20,26.08,14.78,18.73,14.46,18.21,18.15,16.85,13.63,15.34,45.05,36.1,52.21,47.87,48.2,49.67,50.1,31.26,32.3,33.12,42.13,49.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC,Construction,3.44,2.57,1.29,0.16,0.14,0.52,1.03,0.98,1.85,2.16,2.17,1.74,23.61,,16.77,16.86,16.89,16.12,16.7,18.12,17.45,17.75,18.2,15.94,15.06,10.23,4.42,34.38,39.29,17.88,7.67,12.86,8.86,6.94,7.74,10.8,4.33,,2.5,0.31,0.28,0.98,2.12,2.2,3.09,3.31,4,3.36,14.55,,6.8,0.98,0.84,3.13,6.52,5.68,10.61,12.17,11.9,11.11,7.12,7.52,6.33,1.03,1.12,3.16,4.85,5.69,12.71,7.77,7.18,8.63,13.61,16.43,15.83,10.92,12.12,14.15,17.47,10.9,12.37,10.01,9.06,10.04,70.22,,63.16,67.83,67.08,68.6,67.46,61.27,70.92,72.8,66.4,69.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEE,Construction,,,,,,,2.3,0.14,,0.1,-1.61,0.71,,,,,,,10.06,11.21,12.3,11.33,9.73,10.41,,,,,,,,,,169,-10.19,28.1,,,,,,,7.61,4.21,4.58,0.19,-3.39,1.73,,,,,,,22.9,11.8,17.68,0.89,-15.78,6.5,,,,,,,7.83,6.63,10.87,0.35,-9.31,3.39,,,,,,,12.15,11.58,19.68,8.09,6.46,3.18,,,,,,,66.76,64.35,74.11,78.68,78.5,73.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
